graph file,number of bags,largest bag size,number of vertice,total number of bag size,smallest bag size,density of edges
modesto-area-express_20151217_1103_subgraph_bus.gr.bz2,618.0,8.0,646.0,2682.0,3.0,0.002011183910528716
ex099.gr.xz,566.0,9.0,616.0,2888.0,3.0,0.0024363847534579243
munin1.dgf.bz2,162.0,12.0,189.0,858.0,3.0,0.010300574130361364
bbodenmiller_20150319_0954.gr.bz2,1565.0,13.0,1664.0,6625.0,3.0,0.0007592424487719135
roanoke-va-us-archiver_20151006_0108_subgraph_bus.gr.bz2,938.0,6.0,962.0,3810.0,3.0,0.0011227909250802071
commuteorg-shuttle_20150308_1938_subgraph_metro+bus.gr.bz2,91.0,6.0,118.0,386.0,3.0,0.012096190062291757
ex053.gr.xz,169.0,11.0,218.0,881.0,4.0,0.008096224580391494
cit-laurentides_20150918_1419.gr.bz2,1240.0,9.0,1304.0,5223.0,3.0,0.000951085037360692
sptrans_20130921_0457_subgraph_train+metro+tram+bus.gr.bz2,13601.0,66.0,14580.0,71716.0,3.0,0.00010136815727302297
informacin-oficial-consorcio-regional-de-transportes-de-madrid_20110818_0819.gr.bz2,2947.0,31.0,3228.0,15496.0,3.0,0.0004802838810854358
tbc_20120105_0426_subgraph_tram+bus.gr.bz2,1356.0,59.0,1446.0,7224.0,3.0,0.0009739311882917677
rpsrute@ruter.no_20150416_0935_subgraph_train+metro+tram+bus.gr.bz2,11703.0,465.0,12383.0,77255.0,3.0,0.00012294693905949837
metlink-archiver_20150626_0331_subgraph_train+metro+tram+bus.gr.bz2,2815.0,13.0,2908.0,12034.0,3.0,0.0004019610209005536
lakeland_20110518_2050_subgraph_metro+bus.gr.bz2,959.0,6.0,993.0,3961.0,3.0,0.00116643114706169
jgiraldezlevy.2200.9086.08.40.46.gaifman_2.gr.xz,62.0,36.0,105.0,816.0,5.0,0.06025641025641026
taisto-transport-aktsiaselts-archiver_20151219_0123_subgraph_metro+bus.gr.bz2,5366.0,380.0,5838.0,41831.0,3.0,0.00032221707887856483
delaware_2016-01.gml.lp.gr.bz2,412.0,15.0,484.0,2476.0,3.0,0.003811405985319029
Promedas_68.gr.xz,361.0,38.0,459.0,2668.0,5.0,0.003905395248832187
rseau-de-transport-de-la-capitale-rtc_20131119_1739_subgraph_metro+bus.gr.bz2,3021.0,22.0,3202.0,13860.0,3.0,0.0004313338215474123
lanta_20151217_1314.gml.lp.gr.bz2,201.0,9.0,237.0,1179.0,4.0,0.0072051777157977545
graph08-pp-001.dgf.bz2,195.0,89.0,296.0,3224.0,5.0,0.013192853870819973
emerald-coast-rider_20151216_1644_subgraph_tram+bus.gr.bz2,186.0,4.0,194.0,755.0,3.0,0.006222958175311148
thunder-bay-transit_20140717_1238_subgraph_train+metro+tram+bus.gr.bz2,622.0,7.0,644.0,2620.0,3.0,0.0019053736850748143
dallas_2015-09-21.gml.lp.gr.bz2,815.0,42.0,941.0,6176.0,3.0,0.0019196418477400684
efill.edge.bz2,99.0,4.0,102.0,396.0,3.0,0.013201320132013201
whatcom-transportation-authority_20130402_2249_subgraph_metro+bus.gr.bz2,858.0,9.0,885.0,3601.0,3.0,0.001261599815936805
Promedus_17_13.gr.xz,142.0,16.0,180.0,977.0,5.0,0.010831781502172564
beaumont-pass-transit_20151216_1656.gr.bz2,185.0,6.0,195.0,793.0,3.0,0.006344171292624901
rl5915.tsp.dgf.bz2,4428.0,73.0,5915.0,42716.0,5.0,0.0005067849088556146
annapolis-transit_20150811_1647_subgraph_tram+bus.gr.bz2,143.0,7.0,152.0,631.0,3.0,0.009193098640641339
flixbus-gmbh_20140709_1622_subgraph_train+metro+tram+bus.gr.bz2,104.0,9.0,114.0,487.0,3.0,0.015370284117373078
long-island-railroad_20090825_0512_subgraph_train.gr.bz2,100.0,7.0,123.0,427.0,3.0,0.016660002665600426
ladot_20151217_1313_subgraph_tram+bus.gr.bz2,1384.0,11.0,1542.0,5695.0,3.0,0.0008303096259524573
mariaspringfieldsmith_20150921_1346_subgraph_bus.gr.bz2,263.0,9.0,293.0,1158.0,3.0,0.004885688905512179
regional-transit-system_20150224_2046.gml.lp.gr.bz2,267.0,20.0,317.0,1746.0,4.0,0.0060196462085213434
Promedus_32.gr.xz,95.0,10.0,124.0,592.0,5.0,0.013440860215053764
stib_20150902_2008_subgraph_train+metro+tram.gr.bz2,286.0,4.0,306.0,983.0,3.0,0.0034501232186863818
regional-transportation-commission-of-southern-nevada_20130315_0353_subgraph_train+metro+tram+bus.gr.bz2,3070.0,33.0,3131.0,13289.0,3.0,0.000351835657645946
kern-regional-transit_20140801_2043_subgraph_train+metro+tram+bus.gr.bz2,151.0,6.0,179.0,651.0,3.0,0.008568200364070052
psta_20151216_1523_subgraph_train+metro+tram+bus.gr.bz2,3789.0,20.0,3891.0,16371.0,3.0,0.00032320317336361875
metropolitan-transit-authority-of-harris-county_20150228_0202_subgraph_metro+bus.gr.bz2,5716.0,52.0,6020.0,25623.0,3.0,0.00022395857194189606
ecobici.stats_20141007_2248_subgraph_train+metro+tram+bus.gr.bz2,4473.0,15.0,4730.0,18759.0,3.0,0.00026591357272409856
u2319.tsp.dgf.bz2,1449.0,72.0,2319.0,17725.0,5.0,0.0012778484076286193
cit-des-laurentides_20140107_0139_subgraph_bus.gr.bz2,1231.0,8.0,1295.0,5179.0,3.0,0.000953614245731711
transit-services-of-frederick-county_20130128_2046_subgraph_metro+bus.gr.bz2,288.0,7.0,302.0,1253.0,4.0,0.004114320917031528
lowell-regional-transit-authority_20121214_0433.gr.bz2,120.0,5.0,128.0,452.0,3.0,0.010273129921259843
carta_20140520_1901.gr.bz2,914.0,9.0,959.0,3808.0,3.0,0.0012756851365266098
smtd_20151216_1406.gml.lp.gr.bz2,181.0,12.0,208.0,1060.0,4.0,0.008918617614269788
metro-los-angeles_20151216_1820.normalized_subgraph_metro+bus.gr.bz2,7849.0,54.0,8245.0,35648.0,3.0,0.0001597868997987106
metropolitan-transit-authority-of-harris-county_20150228_0202.gr.bz2,5786.0,53.0,6076.0,25990.0,3.0,0.00022131194174204927
asheville-transit-service_20151217_0854_subgraph_metro+bus.gr.bz2,437.0,5.0,485.0,1783.0,3.0,0.002530459231490159
transportes-urbanos-de-braga_20150131_2038_subgraph_tram+bus.gr.bz2,940.0,18.0,988.0,4186.0,3.0,0.0013526040961651263
des-moines-area-regional-transit-authority_20150715_1946_subgraph_tram+bus.gr.bz2,1109.0,13.0,1155.0,4752.0,3.0,0.0010826262126088816
sunline-transit-agency_20151219_0137_subgraph_tram+bus.gr.bz2,473.0,6.0,506.0,1978.0,3.0,0.002496771416272062
ex146.gr.xz,126.0,13.0,152.0,837.0,4.0,0.016425583827117462
ch150.tsp.dgf.bz2,109.0,17.0,150.0,934.0,5.0,0.019328859060402683
ladot_20151217_1313_subgraph_bus.gr.bz2,1396.0,11.0,1542.0,5744.0,3.0,0.0008303096259524573
GTFS_VBB_EndeApr_Dez2016.zip_train+metro_14.gr.xz,106.0,15.0,123.0,694.0,4.0,0.016526722644275623
he112.gr.xz,1933.0,119.0,3228.0,37327.0,8.0,0.0024007474111902016
eastern-sierra-transit-authority_20151216_1744_subgraph_metro+bus.gr.bz2,107.0,6.0,120.0,450.0,3.0,0.010994397759103642
dimacs_mulsol.i.2.gr.bz2,50.0,30.0,101.0,739.0,3.0,0.12207920792079208
winnipeg-transit_20151219_0147_subgraph_bus.gr.bz2,4989.0,34.0,5130.0,22765.0,3.0,0.0002264385862296607
ladot_20151217_1313_subgraph_metro+bus.gr.bz2,1396.0,11.0,1542.0,5741.0,3.0,0.0008303096259524573
ex188.gr.xz,60.0,28.0,140.0,1403.0,17.0,0.09506680369989723
rhode-island-public-transit-authority_20120920_0331.gml.lp.gr.bz2,681.0,25.0,783.0,4382.0,3.0,0.002288071650449285
contiki_contikimac_input_packet.gr.bz2,112.0,4.0,116.0,448.0,3.0,0.00952023988005997
the-metro_20110104_0843_subgraph_tram+bus.gr.bz2,4965.0,35.0,5063.0,21658.0,3.0,0.00022033714587739328
fuzix_setenv_setenv.gr.bz2,116.0,4.0,122.0,460.0,3.0,0.008874136295894865
csehpacilla@mailbox.hu_20141204_2045.gr.bz2,268.0,8.0,286.0,1117.0,3.0,0.004760152128573181
auckland-transport_20140910_0129_subgraph_tram+bus.gr.bz2,5591.0,46.0,6011.0,31384.0,3.0,0.00024655297788773827
ex063.gr.xz,63.0,37.0,103.0,607.0,4.0,0.05539691604797259
lta_20150727_0653.normalized.gml.lp.gr.bz2,1614.0,226.0,2012.0,20289.0,4.0,0.0011536944420004092
GTFS_VBB_EndeApr_Dez2016.zip_train+metro+tram_13.gr.xz,161.0,16.0,190.0,1083.0,4.0,0.01086048454469507
nassau-inter-county-express_20131030_1518_subgraph_metro+bus.gr.bz2,3156.0,14.0,3240.0,13174.0,3.0,0.0003575253755350493
he164.gr.xz,12776.0,559.0,20446.0,1899987.0,31.0,0.0018618579222109493
ex140.gr.xz,211.0,11.0,258.0,1131.0,4.0,0.007043103188248424
roseville-transit_20151202_1741_subgraph_tram+bus.gr.bz2,199.0,7.0,207.0,854.0,4.0,0.00595656864124572
ex018.gr.xz,203.0,10.0,266.0,1050.0,4.0,0.0065257483330968934
jonesiom_20140515_1153.gr.bz2,166.0,10.0,179.0,786.0,3.0,0.008944824555897308
Promedas_36.gr.xz,581.0,63.0,731.0,4940.0,5.0,0.00278844892528531
nyct_20110423_0236_subgraph_metro+bus.gr.bz2,368.0,8.0,422.0,1476.0,3.0,0.0033209127444248066
taisto-transport-aktsiaselts-archiver_20150219_0134_subgraph_train+metro+tram+bus.gr.bz2,5339.0,373.0,5804.0,44154.0,2.0,0.00032677553483885627
norwalk-transit_20130330_0324_subgraph_tram+bus.gr.bz2,228.0,6.0,250.0,955.0,3.0,0.00485140562248996
ann-arbor-transportation-authority_20120521_1947_subgraph_train+metro+tram+bus.gr.bz2,1016.0,15.0,1041.0,4483.0,3.0,0.0011074780166999186
orange-county-transportation-authority_20151202_1534.gml.lp.gr.bz2,853.0,39.0,991.0,5617.0,3.0,0.0018662915736578703
root_20151217_1244_subgraph_train+metro+tram+bus.gr.bz2,237.0,8.0,245.0,1017.0,4.0,0.004817664770826363
auckland-regional-transport-authority_20110207_0347.normalized_subgraph_train+metro+tram+bus.gr.bz2,5045.0,28.0,5204.0,22842.0,3.0,0.0002270241714448724
transit-authority-of-river-city_20140813_2016.gml.lp.gr.bz2,428.0,27.0,505.0,2780.0,3.0,0.0034535596416784536
Promedas_56_8.gr.xz,124.0,13.0,155.0,817.0,5.0,0.01252618349392543
sonomacounty-ca-us-archiver_20151217_1056_subgraph_bus.gr.bz2,740.0,10.0,792.0,3284.0,3.0,0.0017446909039829394
ex151.gr.xz,217.0,17.0,279.0,1879.0,4.0,0.009450504112838761
root_20151217_1244.gr.bz2,237.0,8.0,245.0,1017.0,4.0,0.004817664770826363
gold-country-stage_20141230_2236_subgraph_bus.gr.bz2,214.0,6.0,223.0,888.0,4.0,0.005393285662343959
socit-de-transport-de-montral_20151217_1107_subgraph_metro+bus.gr.bz2,5507.0,44.0,5847.0,26521.0,3.0,0.00023989541496084935
GTFS_VBB_EndeApr_Dez2016.zip_train+metro_15.gr.xz,107.0,15.0,124.0,696.0,4.0,0.016391292945187517
nevada-county-gold-country-stage_20150716_2005_subgraph_train+metro+tram+bus.gr.bz2,216.0,6.0,223.0,895.0,4.0,0.005332686947036723
kanawha-valley-regional-transportation-authority-krt_20150126_1340.gr.bz2,89.0,4.0,104.0,348.0,3.0,0.014002987303958178
log-1.cnf.gr.xz,462.0,49.0,702.0,6127.0,5.0,0.00752892692978285
codiac-transpo_20150424_1930_subgraph_metro+bus.gr.bz2,602.0,8.0,618.0,2513.0,3.0,0.0017990800039862998
dimacs_fpsol2.i.1.gr.bz2,88.0,51.0,210.0,2978.0,14.0,0.12506265664160401
RandomHolmeKim_700_2_2.gr.bz2,641.0,59.0,700.0,4032.0,4.0,0.0028530553852442265
cit-sud-ouest_20150813_2023_subgraph_bus.gr.bz2,377.0,5.0,401.0,1570.0,3.0,0.003098503740648379
thomaskoch_20130224_1543_subgraph_train+metro+tram.gr.bz2,1021.0,54.0,1265.0,8388.0,3.0,0.0026223295141842196
Promedas_41.gr.xz,487.0,47.0,621.0,3958.0,5.0,0.0032284037192873098
mta-new-york-city-transit_20150723_2021.gr.bz2,1422.0,15.0,1502.0,6058.0,3.0,0.0008636053549741805
guelph-transit_20151216_1513_subgraph_bus.gr.bz2,491.0,10.0,511.0,2088.0,3.0,0.002352173746210813
mariaspringfieldsmith_20150921_1346_subgraph_metro+bus.gr.bz2,262.0,9.0,293.0,1157.0,3.0,0.004885688905512179
terre-haute-transit_20151217_1025_subgraph_bus.gr.bz2,107.0,5.0,112.0,435.0,4.0,0.01101994851994852
logistics.c.cnf.gr.xz,600.0,204.0,1133.0,28084.0,4.0,0.011406129634885338
lin105.tsp.dgf.bz2,84.0,11.0,105.0,667.0,5.0,0.02673992673992674
santa-rosa-citybus_20130423_1906_subgraph_train+metro+tram+bus.gr.bz2,403.0,6.0,414.0,1695.0,4.0,0.002871647307903756
belgium_2015.gml.lp.gr.bz2,104.0,10.0,125.0,618.0,4.0,0.01806451612903226
villavesas_20150331_1146_subgraph_tram+bus.gr.bz2,480.0,13.0,505.0,2260.0,3.0,0.0026324060977526323
norwalk-transit_20130330_0324_subgraph_train+metro+tram+bus.gr.bz2,228.0,6.0,250.0,955.0,3.0,0.00485140562248996
milwaukee-county-transit-system_20151217_1325.gr.bz2,5427.0,48.0,5529.0,23773.0,3.0,0.0002069406960640894
mts_20151216_1447.gml.lp.gr.bz2,596.0,18.0,690.0,3571.0,3.0,0.00263351633327023
semitan_20151217_2118_subgraph_tram+bus.gr.bz2,982.0,22.0,1023.0,4484.0,3.0,0.0012290699431662755
sonomacounty-ca-us-archiver_20151217_1056_subgraph_metro+bus.gr.bz2,744.0,10.0,792.0,3270.0,3.0,0.0017446909039829394
tus_20150914_2049_subgraph_train+metro+tram+bus.gr.bz2,244.0,9.0,264.0,1169.0,3.0,0.005804240119829473
ex199.gr.xz,241.0,11.0,310.0,1284.0,4.0,0.005606013153773881
cascades-east-transit_20151217_0811_subgraph_bus.gr.bz2,185.0,4.0,207.0,744.0,3.0,0.00595656864124572
rhode-island-public-transit-authority_20120920_0331.gr.bz2,4722.0,25.0,4838.0,20586.0,3.0,0.00023844721124876002
vilniaus-vieasis-transportas_20130407_1539_subgraph_tram+bus.gr.bz2,463.0,5.0,512.0,1734.0,3.0,0.0024882277397260274
ann-arbor-area-transportation-authority_20150224_1657_subgraph_bus.gr.bz2,1042.0,13.0,1069.0,4539.0,3.0,0.001065961748002088
graph02.dgf.bz2,141.0,48.0,200.0,1892.0,4.0,0.017814070351758794
metlink-archiver_20110705_0254_subgraph_train+metro+tram+bus.gr.bz2,2864.0,14.0,2968.0,12325.0,3.0,0.00039870289264569745
gil262.tsp.dgf.bz2,197.0,22.0,262.0,1730.0,5.0,0.011304144365476295
suntran-city-of-ocala_20151216_1646_subgraph_metro+bus.gr.bz2,222.0,4.0,239.0,896.0,3.0,0.0051334341267887905
capmetro_20150628_0130.gml.lp.gr.bz2,456.0,38.0,549.0,3649.0,4.0,0.0032939784345791287
Promedus_27.gr.xz,156.0,18.0,215.0,1118.0,5.0,0.008693762225603129
south-metro-area-regional-transit_20151216_1704_subgraph_tram+bus.gr.bz2,163.0,8.0,177.0,733.0,3.0,0.007447354904982024
kitsap-transit_20151219_0151_subgraph_metro+bus.gr.bz2,865.0,9.0,923.0,3803.0,3.0,0.0014782504471178817
thomaskoch_20130417_1934_subgraph_train+metro+tram+bus.gr.bz2,1187.0,60.0,1413.0,8923.0,3.0,0.0019823011333449615
radf2.edge.bz2,125.0,4.0,130.0,491.0,3.0,0.009421586165772213
kern-transit_20151219_0142_subgraph_bus.gr.bz2,180.0,5.0,211.0,747.0,3.0,0.00699616339426766
jacksonville-transportation-authority_20151216_1632_subgraph_bus.gr.bz2,2303.0,13.0,2393.0,9856.0,3.0,0.0005043626407568339
redwood-coast-transit_20151216_1453_subgraph_tram+bus.gr.bz2,100.0,5.0,113.0,411.0,3.0,0.010824905183312262
p654.tsp.dgf.bz2,496.0,13.0,654.0,3917.0,5.0,0.00422889416525001
ex041.gr.xz,164.0,10.0,205.0,806.0,4.0,0.008153993304638929
timt4stic_20110831_0329_subgraph_tram+bus.gr.bz2,2796.0,14.0,2893.0,12074.0,3.0,0.00040745558865559495
charleston-area-regional-transportation-authority_20151216_1521_subgraph_train+metro+tram+bus.gr.bz2,754.0,8.0,789.0,3160.0,3.0,0.0015392484221497366
bkv-zrt_20120422_0314_subgraph_metro+bus.gr.bz2,1869.0,77.0,2032.0,11018.0,3.0,0.0008490445341304272
fort-worth-transportation-authority_20130923_1559_subgraph_train+metro+tram+bus.gr.bz2,1521.0,10.0,1585.0,6372.0,3.0,0.000779084217570022
ddly22000_20141210_1905.gr.bz2,199.0,6.0,228.0,741.0,3.0,0.006511322358760337
kolumbus_20151219_0149_subgraph_train+metro+tram+bus.gr.bz2,2011.0,19.0,2157.0,8960.0,3.0,0.0006401473220467856
emdec_20150312_1945_subgraph_bus.gr.bz2,4104.0,42.0,4363.0,19409.0,3.0,0.00031348183103234727
rpsrute@ruter.no_20150309_1432.gr.bz2,11765.0,474.0,12451.0,77333.0,3.0,0.00012258817617268527
taisto-transport-aktsiaselts-archiver_20150219_0134_subgraph_bus.gr.bz2,5303.0,367.0,5772.0,40744.0,2.0,0.00032545574912582365
city-of-lodi-transitgrapeline_20130618_0428_subgraph_metro+bus.gr.bz2,161.0,9.0,169.0,732.0,4.0,0.007959988729219498
aes_24_4_keyfind_5.gaifman_4.gr.xz,99.0,40.0,154.0,1315.0,5.0,0.037093625328919445
taisto-transport-aktsiaselts-archiver_20150219_0134_subgraph_train.gr.bz2,112.0,3.0,125.0,365.0,3.0,0.008709677419354838
advance-transit_20150115_1622_subgraph_train+metro+tram+bus.gr.bz2,155.0,5.0,166.0,624.0,3.0,0.006827309236947791
rat195.tsp-pp.dgf.bz2,137.0,17.0,192.0,1223.0,6.0,0.015106893542757417
rpsrute@ruter.no_20150319_1558_subgraph_train+metro.gr.bz2,311.0,4.0,334.0,1143.0,3.0,0.0036143928359497223
Promedus_12_14.gr.xz,196.0,15.0,272.0,1344.0,5.0,0.006701758194052529
fairfax-connector_20151202_1555.gr.bz2,1722.0,12.0,1835.0,7597.0,3.0,0.0007725701924591207
advance-transit_20150115_1622_subgraph_tram+bus.gr.bz2,158.0,5.0,166.0,626.0,3.0,0.006827309236947791
pocatello-regional-transit_20150825_1840_subgraph_bus.gr.bz2,216.0,7.0,229.0,941.0,4.0,0.005401057228223397
pace-suburban-bus-service_20121002_0305_subgraph_train+metro+tram+bus.gr.bz2,15005.0,34.0,15605.0,62927.0,3.0,7.528529108902564e-05
amat-palermo-spa_20150525_1441.normalized.gr.bz2,1472.0,19.0,1576.0,6874.0,3.0,0.0008621384255902022
winnipeg-transit_20151219_0147_subgraph_metro+bus.gr.bz2,4982.0,33.0,5130.0,22615.0,3.0,0.0002264385862296607
ex030.gr.xz,365.0,9.0,404.0,1858.0,3.0,0.003728226420656954
ex089.gr.xz,266.0,11.0,318.0,1450.0,4.0,0.005713945598476281
ex019.gr.xz,228.0,16.0,291.0,1833.0,4.0,0.008911008413319113
metlink-archiver_20150626_0331_subgraph_bus.gr.bz2,2760.0,12.0,2839.0,11819.0,3.0,0.00040908110405231076
Promedas_62.gr.xz,355.0,34.0,461.0,2812.0,5.0,0.004385551259077619
codiac-transpo_20150424_1930.gr.bz2,601.0,8.0,618.0,2510.0,3.0,0.0017990800039862998
stebazzi81_20151219_1954_subgraph_tram.gr.bz2,320.0,4.0,335.0,1114.0,3.0,0.002958262579318974
metro-transit-system-city-of-madison_20131009_1415_subgraph_train+metro+tram+bus.gr.bz2,1990.0,17.0,2053.0,9185.0,3.0,0.0005825165283724003
amat_20140723_2302.normalized_subgraph_metro+tram.gr.bz2,758.0,9.0,785.0,3005.0,3.0,0.0013924996750292473
valley-transit_20130719_0503_subgraph_metro+bus.gr.bz2,162.0,5.0,177.0,687.0,3.0,0.006997945557267591
timt4stic_20110831_0329_subgraph_train+metro+tram+bus.gr.bz2,2853.0,14.0,2957.0,12277.0,3.0,0.0003990439419683941
palos-verdes-peninsula-transit-authority_20151216_1829_subgraph_tram+bus.gr.bz2,181.0,6.0,192.0,798.0,3.0,0.007526178010471204
capital-area-transit_20150218_1730.gr.bz2,1161.0,10.0,1211.0,4871.0,3.0,0.0009956937439859143
soltrans_20151217_1055_subgraph_bus.gr.bz2,317.0,7.0,333.0,1338.0,3.0,0.0038351604616664856
he150.gr.xz,24811.0,128.0,31473.0,261096.0,4.0,9.345006963708098e-05
dart-archiver_20111024_0319_subgraph_metro+bus.gr.bz2,11401.0,37.0,11547.0,48319.0,3.0,9.261810732602479e-05
cdta_20151216_1721.gr.bz2,1948.0,21.0,2057.0,8703.0,3.0,0.000638419821091121
dimacs_queen12_12.gr.bz2,42.0,72.0,144.0,1393.0,12.0,0.08498445998445998
taisto-transport-aktsiaselts-archiver_20151217_0921_subgraph_train+metro+tram.gr.bz2,141.0,3.0,156.0,459.0,3.0,0.00674110835401158
san-joaquin-regional-transit-district-rtd_20151202_1522_subgraph_bus.gr.bz2,972.0,19.0,1014.0,4757.0,3.0,0.0013084341431216669
citybus_20151001_1343_subgraph_metro+bus.gr.bz2,818.0,11.0,831.0,3521.0,4.0,0.001348353703623157
citybus_20151001_1343_subgraph_tram+bus.gr.bz2,815.0,11.0,831.0,3494.0,4.0,0.001348353703623157
terre-haute-transit_20151217_1025.gr.bz2,107.0,5.0,112.0,435.0,4.0,0.01101994851994852
transperth-archiver_20130706_0329_subgraph_train+metro+tram.gr.bz2,116.0,4.0,145.0,429.0,3.0,0.008955938697318007
long-island-bus_20110825_1140_subgraph_train+metro+tram+bus.gr.bz2,3178.0,14.0,3268.0,13271.0,3.0,0.0003553580386783903
via-metropolitan-transit_20150930_1536_subgraph_metro+bus.gr.bz2,5953.0,31.0,6132.0,26023.0,3.0,0.00019584899087896431
sarasota-county-area-transit_20120511_0303_subgraph_metro+bus.gr.bz2,1587.0,9.0,1675.0,6571.0,3.0,0.0007599992867205193
golden-empire-transit-district_20141022_0117_subgraph_bus.gr.bz2,703.0,8.0,734.0,2948.0,3.0,0.0017266951909029743
go-transit_20151219_0133_subgraph_train+metro+tram+bus.gr.bz2,825.0,12.0,893.0,3484.0,3.0,0.0014964421836003998
lexpress_20090731_0343_subgraph_train+metro+tram+bus.gr.bz2,290.0,3.0,299.0,1157.0,3.0,0.0035801665506947095
ttc_20151217_1257_subgraph_tram+bus.gr.bz2,8104.0,31.0,8596.0,36936.0,3.0,0.0001545965749455014
servios-municipalizados-de-transportes-urbanos-de-coimbra_20141110_1635_subgraph_metro+bus.gr.bz2,635.0,13.0,675.0,2934.0,3.0,0.0021101219914276296
roanoke-va-us-archiver_20151006_0108_subgraph_train+metro+tram+bus.gr.bz2,938.0,6.0,962.0,3813.0,3.0,0.0011227909250802071
emerald-coast-rider_20151216_1644_subgraph_train+metro+tram+bus.gr.bz2,186.0,4.0,194.0,755.0,3.0,0.006222958175311148
pla33810.tsp.dgf.bz2,23350.0,208.0,33810.0,257728.0,5.0,8.867865497242548e-05
yolobus-yolo-county_20151216_1734.gml.lp.gr.bz2,109.0,11.0,129.0,679.0,4.0,0.014232073643410852
huntsville-shuttle_20151202_1652_subgraph_metro+bus.gr.bz2,429.0,5.0,443.0,1730.0,3.0,0.00252290532465808
ex183.gr.xz,233.0,13.0,265.0,1178.0,3.0,0.006732418524871355
graph09-wpp.dgf.bz2,287.0,114.0,418.0,4653.0,4.0,0.008835037233371198
socit-de-transport-de-sherbrooke_20150713_1557_subgraph_metro+bus.gr.bz2,800.0,16.0,856.0,3802.0,3.0,0.0016888014428594852
mts_20151216_1447_subgraph_bus.gr.bz2,2939.0,18.0,3070.0,12883.0,3.0,0.00042719938695561264
export-INTERCITES-GTFS-LAST.gml.lp.gr.bz2,350.0,9.0,427.0,1876.0,3.0,0.004843267253796
psta_20151216_1523.gml.lp.gr.bz2,566.0,21.0,661.0,3502.0,4.0,0.0027231467473524964
le450_5b.dgf.bz2,128.0,319.0,450.0,9816.0,14.0,0.0283791140806731
ex153.gr.xz,210.0,56.0,772.0,5131.0,7.0,0.019579578368715683
usa13509.tsp.dgf.bz2,9920.0,112.0,13509.0,99918.0,5.0,0.00022195909139900876
cango.transit.update_20151216_1627_subgraph_metro+bus.gr.bz2,6143.0,22.0,6321.0,26637.0,3.0,0.00018143259658882688
Pedigree_12_10.gr.xz,200.0,19.0,286.0,1459.0,4.0,0.008735124524598209
ex129.gr.xz,486.0,17.0,737.0,3449.0,5.0,0.005209869624210961
mldickens_20150211_2214.gml.lp.gr.bz2,390.0,25.0,447.0,2459.0,4.0,0.004409064917085503
he057.gr.xz,24.0,33.0,56.0,459.0,12.0,0.09090909090909091
des-moines-area-regional-transit-authority_20150715_1946.gr.bz2,1108.0,14.0,1156.0,4737.0,3.0,0.0010807531568777244
rliebenberg_20120529_2122_subgraph_train+metro+tram+bus.gr.bz2,456.0,8.0,488.0,1908.0,3.0,0.0025162419631736626
auckland-regional-transport-authority_20110207_0347.normalized_subgraph_metro+bus.gr.bz2,5010.0,30.0,5164.0,22742.0,3.0,0.0002290548866067666
miami-dade-transit_20151219_0136_subgraph_tram+bus.gr.bz2,5717.0,27.0,5926.0,25445.0,3.0,0.0002200700339347024
kcata_20151219_0125_subgraph_bus.gr.bz2,4917.0,45.0,5044.0,21933.0,3.0,0.00024039886633948833
nmbssncb_20150811_0804_subgraph_train+metro+tram.gr.bz2,599.0,10.0,631.0,2504.0,3.0,0.0023344150127034436
metropolitan-tulsa-transit-authority_20151202_1954_subgraph_bus.gr.bz2,1325.0,15.0,1399.0,5926.0,3.0,0.0009929430484271926
taisto-transport-aktsiaselts-archiver_20150319_0103_subgraph_tram+bus.gr.bz2,5301.0,369.0,5766.0,40868.0,2.0,0.00032583265420193565
community-transit_20150319_0942_subgraph_metro+bus.gr.bz2,988.0,12.0,1066.0,4127.0,3.0,0.0012032167992319144
ex042.gr.xz,223.0,11.0,278.0,1207.0,4.0,0.0067786925694101755
